originconversationid,origindialogueid,destinationconversationid,destinationdialogueid,isConnector,priority
711,163,711,165,0,2
711,164,711,619,0,2
711,165,711,620,0,2
711,166,711,167,0,2
711,167,711,168,0,2
711,168,711,152,0,2
711,169,711,170,0,2
711,170,711,10,0,2
711,171,711,172,0,2
711,171,711,173,0,2
711,172,711,175,0,2
711,173,711,174,0,2
711,174,711,643,0,2
711,175,711,643,0,2
711,176,711,177,0,2
711,177,711,207,0,2
711,178,711,179,0,2
711,179,711,180,0,2
711,180,711,205,0,2
711,181,711,183,0,2
711,182,711,196,0,2
711,183,711,184,0,2
711,183,711,185,0,2
711,184,711,182,0,2
711,185,711,662,0,2
711,186,711,187,0,2
711,187,711,188,0,2
711,188,711,192,0,2
711,189,711,193,0,2
711,190,711,194,0,2
711,191,711,202,0,2
711,192,711,189,0,2
711,192,711,191,0,2
711,192,711,190,0,2
711,193,711,673,0,2
711,194,711,195,0,2
711,195,711,206,0,2
711,196,711,233,0,2
711,197,711,237,0,2
711,198,711,199,0,2
711,199,711,200,0,2
711,200,711,214,0,2
711,201,711,553,0,2
711,202,711,673,0,2
711,203,711,182,0,2
711,204,711,632,0,2
711,205,711,181,0,2
711,205,711,204,0,2
711,206,711,634,0,2
711,207,711,208,0,2
711,208,711,215,0,2
711,209,711,276,0,2
711,209,711,219,0,2
711,209,711,220,0,2
711,209,711,210,0,2
711,209,711,211,0,2
711,209,711,298,0,2
711,209,711,580,0,2
711,209,711,178,0,2
711,209,711,291,0,2
711,210,711,230,0,2
711,211,711,212,0,2
711,212,711,213,0,2
711,213,711,221,0,2
711,213,711,223,0,2
711,214,711,201,0,2
711,215,711,216,0,2
711,215,711,217,0,2
711,216,711,218,0,2
711,217,711,209,0,2
711,218,711,296,0,2
711,219,711,228,0,2
711,220,711,241,0,2
711,221,711,222,0,2
711,222,711,224,0,2
711,223,711,295,0,2
711,224,711,225,0,2
711,225,711,226,0,2
711,226,711,292,0,2
711,227,711,319,0,2
711,228,711,229,0,2
711,228,711,795,0,2
711,229,711,654,0,2
711,230,711,231,0,2
711,231,711,232,0,2
711,232,711,279,0,2
711,233,711,234,0,2
711,233,711,235,0,2
711,234,711,236,0,2
711,235,711,197,0,2
711,236,711,197,0,2
711,237,711,198,0,2
711,238,711,280,0,2
711,239,711,833,0,2
711,240,711,281,0,2
711,241,711,242,0,2
711,242,711,243,0,2
711,243,711,209,0,2
711,244,711,246,0,2
711,245,711,269,0,2
711,246,711,245,0,2
711,247,711,680,0,2
711,248,711,254,0,2
711,249,711,255,0,2
711,250,711,251,0,2
711,250,711,252,0,2
711,251,711,258,0,2
711,252,711,268,0,2
711,253,711,835,0,2
711,254,711,268,0,2
711,255,711,250,0,2
711,256,711,261,0,2
711,257,711,271,0,2
711,258,711,259,0,2
711,258,711,260,0,2
711,259,711,256,0,2
711,259,711,257,0,2
711,260,711,268,0,2
711,261,711,268,0,2
711,262,711,686,0,2
711,263,711,264,0,2
711,263,711,265,0,2
711,263,711,266,0,2
711,263,711,247,0,2
711,264,711,267,0,2
711,265,711,248,0,2
711,266,711,249,0,2
711,267,711,253,0,2
711,268,711,263,0,2
711,269,711,263,0,2
711,270,711,262,0,2
711,271,711,268,0,2
711,272,711,273,0,2
711,272,711,274,0,2
711,273,711,275,0,2
711,274,711,162,0,2
711,275,711,263,0,2
711,276,711,277,0,2
711,277,711,297,0,2
711,278,711,209,0,2
711,279,711,282,0,2
711,280,711,834,0,2
711,281,711,832,0,2
711,282,711,283,0,2
711,282,711,284,0,2
711,283,711,285,0,2
711,283,711,286,0,2
711,284,711,630,0,2
711,285,711,287,0,2
711,286,711,630,0,2
711,287,711,630,0,2
711,288,711,289,0,2
711,289,711,209,0,2
711,290,711,289,0,2
711,291,711,846,0,2
711,292,711,293,0,2
711,292,711,294,0,2
711,293,711,227,0,2
711,294,711,626,0,2
711,295,711,289,0,2
711,296,711,209,0,2
711,297,711,278,0,2
711,298,711,669,0,2
711,299,711,300,0,2
711,299,711,301,0,2
711,300,711,302,0,2
711,301,711,305,0,2
711,302,711,303,0,2
711,303,711,304,0,2
711,304,711,306,0,2
711,304,711,307,0,2
711,305,711,312,0,2
711,306,711,309,0,2
711,307,711,308,0,2
711,308,711,311,0,2
711,309,711,312,0,2
711,310,711,314,0,2
711,310,711,656,0,2
711,311,711,628,0,2
711,312,711,313,0,2
711,313,711,659,0,2
711,314,711,315,0,2
711,315,711,316,0,2
711,316,711,317,0,2
711,317,711,318,0,2
711,318,711,800,0,2
711,319,711,626,0,2
711,320,711,321,0,2
711,321,711,9,0,2
711,322,711,323,0,2
711,323,711,438,0,2
711,324,711,326,0,2
711,325,711,333,0,2
711,326,711,773,0,2
711,327,711,328,0,2
711,328,711,324,0,2
711,328,711,329,0,2
711,328,711,330,0,2
711,328,711,818,0,2
711,329,711,322,0,2
711,330,711,331,0,2
711,331,711,344,0,2
711,332,711,328,0,2
711,333,711,336,0,2
711,334,711,817,0,2
711,335,711,817,0,2
711,336,711,337,0,2
711,336,711,338,0,2
711,337,711,335,0,2
711,338,711,334,0,2
711,339,711,328,0,2
711,340,711,341,0,2
711,341,711,342,0,2
711,341,711,343,0,2
711,342,711,437,0,2
711,343,711,774,0,2
711,344,711,10,0,2
711,345,711,381,0,2
711,346,711,347,0,2
711,346,711,348,0,2
711,346,711,350,0,2
711,346,711,352,0,2
711,346,711,372,0,2
711,347,711,356,0,2
711,348,711,369,0,2
711,349,711,10,0,2
711,350,711,358,0,2
711,351,711,353,0,2
711,351,711,380,0,2
711,352,711,354,0,2
711,353,711,361,0,2
711,354,711,362,0,2
711,355,711,373,0,2
711,356,711,345,0,2
711,357,711,366,0,2
711,358,711,360,0,2
711,359,711,363,0,2
711,360,711,345,0,2
711,361,711,377,0,2
711,362,711,345,0,2
711,363,711,364,0,2
711,363,711,365,0,2
711,364,711,368,0,2
711,365,711,370,0,2
711,366,711,627,0,2
711,367,711,379,0,2
711,368,711,376,0,2
711,368,711,383,0,2
711,368,711,381,0,2
711,369,711,345,0,2
711,370,711,687,0,2
711,371,711,355,0,2
711,372,711,374,0,2
711,373,711,801,0,2
711,374,711,351,0,2
711,375,711,382,0,2
711,376,711,378,0,2
711,377,711,387,0,2
711,378,711,375,0,2
711,379,711,387,0,2
711,380,711,384,0,2
711,381,711,367,0,2
711,382,711,801,0,2
711,383,711,371,0,2
711,384,711,377,0,2
711,385,711,697,0,2
711,386,711,10,0,2
711,387,711,388,0,2
711,387,711,391,0,2
711,387,711,389,0,2
711,387,711,390,0,2
711,387,711,385,0,2
711,387,711,393,0,2
711,387,711,392,0,2
711,388,711,395,0,2
711,389,711,696,0,2
711,390,711,754,0,2
711,391,711,415,0,2
711,392,711,394,0,2
711,393,711,722,0,2
711,394,711,386,0,2
711,395,711,476,0,2
711,396,711,397,0,2
711,397,711,398,0,2
711,398,711,399,0,2
711,399,711,412,0,2
711,399,711,413,0,2
711,400,711,401,0,2
711,401,711,402,0,2
711,401,711,403,0,2
711,402,711,404,0,2
711,403,711,404,0,2
711,404,711,405,0,2
711,404,711,406,0,2
711,404,711,867,0,2
711,404,711,407,0,2
711,405,711,410,0,2
711,406,711,409,0,2
711,407,711,408,0,2
711,408,711,411,0,2
711,409,711,411,0,2
711,410,711,411,0,2
711,411,711,387,0,2
711,412,711,414,0,2
711,413,711,400,0,2
711,414,711,413,0,2
711,415,711,416,0,2
711,416,711,417,0,2
711,417,711,418,0,2
711,418,711,419,0,2
711,418,711,420,0,2
711,419,711,421,0,2
711,420,711,423,0,2
711,421,711,422,0,2
711,422,711,420,0,2
711,423,711,424,0,2
711,424,711,425,0,2
711,424,711,426,0,2
711,425,711,428,0,2
711,426,711,427,0,2
711,427,711,477,0,2
711,428,711,429,0,2
711,429,711,430,0,2
711,430,711,432,0,2
711,431,711,433,0,2
711,432,711,431,0,2
711,433,711,855,0,2
711,434,711,435,0,2
711,435,711,387,0,2
711,436,711,439,0,2
711,437,711,447,0,2
711,438,711,325,0,2
711,439,711,441,0,2
711,440,711,843,0,2
711,441,711,442,0,2
711,441,711,443,0,2
711,442,711,440,0,2
711,443,711,446,0,2
711,444,711,10,0,2
711,445,711,446,0,2
711,446,711,444,0,2
711,447,711,450,0,2
711,448,711,459,0,2
711,450,711,779,0,2
711,450,711,451,0,2
711,450,711,449,0,2
711,451,711,453,0,2
711,452,711,454,0,2
711,453,711,452,0,2
711,454,711,455,0,2
711,454,711,456,0,2
711,455,711,457,0,2
711,456,711,458,0,2
711,457,711,458,0,2
711,458,711,450,0,2
711,459,711,550,0,2
711,460,711,461,0,2
711,460,711,462,0,2
711,460,711,463,0,2
711,460,711,464,0,2
711,461,711,478,0,2
711,462,711,639,0,2
711,463,711,465,0,2
711,464,711,472,0,2
711,465,711,466,0,2
711,465,711,469,0,2
711,466,711,467,0,2
711,467,711,608,0,2
711,468,711,460,0,2
711,469,711,471,0,2
711,470,711,460,0,2
711,471,711,470,0,2
711,472,711,473,0,2
711,473,711,474,0,2
711,474,711,10,0,2
711,475,711,460,0,2
711,476,711,396,0,2
711,477,711,430,0,2
711,478,711,475,0,2
711,479,711,480,0,2
711,479,711,481,0,2
711,479,711,482,0,2
711,480,711,485,0,2
711,481,711,487,0,2
711,482,711,483,0,2
711,483,711,484,0,2
711,484,711,460,0,2
711,485,711,635,0,2
711,486,711,481,0,2
711,486,711,482,0,2
711,487,711,488,0,2
711,488,711,489,0,2
711,489,711,490,0,2
711,490,711,500,0,2
711,491,711,492,0,2
711,492,711,493,0,2
711,492,711,494,0,2
711,493,711,495,0,2
711,494,711,498,0,2
711,495,711,496,0,2
711,496,711,504,0,2
711,497,711,507,0,2
711,497,711,508,0,2
711,498,711,499,0,2
711,499,711,519,0,2
711,500,711,501,0,2
711,500,711,502,0,2
711,501,711,605,0,2
711,502,711,606,0,2
711,503,711,505,0,2
711,504,711,506,0,2
711,504,711,507,0,2
711,504,711,508,0,2
711,505,711,535,0,2
711,506,711,497,0,2
711,507,711,509,0,2
711,508,711,539,0,2
711,509,711,513,0,2
711,510,711,511,0,2
711,511,711,460,0,2
711,512,711,516,0,2
711,513,711,514,0,2
711,513,711,515,0,2
711,514,711,512,0,2
711,514,711,508,0,2
711,515,711,516,0,2
711,516,711,517,0,2
711,517,711,527,0,2
711,518,711,594,0,2
711,519,711,520,0,2
711,519,711,521,0,2
711,520,711,808,0,2
711,521,711,807,0,2
711,522,711,524,0,2
711,524,711,525,0,2
711,524,711,523,0,2
711,525,711,503,0,2
711,526,711,530,0,2
711,527,711,528,0,2
711,527,711,529,0,2
711,528,711,526,0,2
711,529,711,518,0,2
711,530,711,531,0,2
711,531,711,532,0,2
711,532,711,533,0,2
711,533,711,518,0,2
711,534,711,483,0,2
711,535,711,600,0,2
711,535,711,601,0,2
711,536,711,604,0,2
711,537,711,541,0,2
711,539,711,540,0,2
711,540,711,535,0,2
711,541,711,811,0,2
711,542,711,543,0,2
711,542,711,538,0,2
711,543,711,544,0,2
711,544,711,545,0,2
711,545,711,546,0,2
711,545,711,547,0,2
711,546,711,548,0,2
711,547,711,538,0,2
711,548,711,538,0,2
711,549,705,29,0,2
711,550,711,551,0,2
711,550,711,552,0,2
711,551,711,460,0,2
711,552,711,510,0,2
711,553,711,554,0,2
711,553,711,555,0,2
711,554,711,674,0,2
711,555,711,579,0,2
711,556,711,557,0,2
711,557,711,558,0,2
711,557,711,560,0,2
711,557,711,561,0,2
711,557,711,559,0,2
711,557,711,562,0,2
711,558,711,568,0,2
711,559,711,563,0,2
711,560,711,566,0,2
711,561,711,565,0,2
711,562,711,570,0,2
711,563,711,577,0,2
711,564,711,557,0,2
711,565,711,576,0,2
711,566,711,567,0,2
711,567,711,838,0,2
711,568,711,569,0,2
711,569,711,676,0,2
711,570,711,572,0,2
711,570,711,573,0,2
711,570,711,571,0,2
711,571,711,581,0,2
711,572,711,575,0,2
711,573,711,574,0,2
711,574,711,583,0,2
711,575,711,678,0,2
711,576,711,837,0,2
711,577,711,839,0,2
711,578,711,628,0,2
711,579,711,578,0,2
711,580,711,556,0,2
711,581,711,582,0,2
711,582,711,569,0,2
711,583,711,584,0,2
711,583,711,585,0,2
711,583,711,586,0,2
711,584,711,587,0,2
711,585,711,588,0,2
711,586,711,589,0,2
711,587,711,593,0,2
711,588,711,575,0,2
711,589,711,590,0,2
711,589,711,591,0,2
711,590,711,593,0,2
711,591,711,592,0,2
711,592,711,575,0,2
711,593,711,569,0,2
711,594,711,595,0,2
711,594,711,596,0,2
711,594,711,597,0,2
711,595,711,599,0,2
711,596,711,782,0,2
711,597,711,781,0,2
711,598,711,10,0,2
711,599,711,596,0,2
711,599,711,597,0,2
711,600,711,536,0,2
711,601,711,603,0,2
711,602,711,473,0,2
711,603,711,602,0,2
711,604,711,784,0,2
711,605,711,491,0,2
711,605,711,503,0,2
711,606,711,503,0,2
711,606,711,607,0,2
711,607,711,534,0,2
711,608,711,468,0,2
711,610,711,611,0,2
711,610,711,612,0,2
711,611,711,613,0,2
711,612,711,38,0,2
711,613,711,820,0,2
711,614,711,615,0,2
711,614,711,616,0,2
711,615,711,617,0,2
711,616,711,37,0,2
711,617,711,820,0,2
711,618,711,145,0,2
711,618,711,126,0,2
711,619,711,644,0,2
711,619,711,127,0,2
711,620,711,166,0,2
711,620,711,127,0,2
711,621,711,88,0,2
711,621,711,90,0,2
711,622,711,623,0,2
711,622,711,624,0,2
711,623,711,625,0,2
711,624,711,62,0,2
711,625,711,10,0,2
711,626,711,655,0,2
711,627,711,387,0,2
711,628,711,209,0,2
711,629,711,628,0,2
711,630,711,209,0,2
711,631,711,628,0,2
711,632,711,628,0,2
711,633,711,634,0,2
711,634,711,668,0,2
711,635,711,636,0,2
711,635,711,637,0,2
711,636,711,638,0,2
711,637,711,486,0,2
711,638,711,481,0,2
711,638,711,482,0,2
711,639,711,640,0,2
711,639,711,641,0,2
711,640,711,642,0,2
711,641,711,788,0,2
711,642,711,475,0,2
711,643,711,10,0,2
711,644,711,171,0,2
711,645,711,387,0,2
711,646,711,9,0,2
711,647,711,648,0,2
711,647,711,649,0,2
711,648,711,156,0,2
711,649,711,161,0,2
711,650,711,651,0,2
711,651,711,10,0,2
711,652,711,650,0,2
711,653,711,652,0,2
711,654,711,238,0,2
711,654,711,239,0,2
711,654,711,240,0,2
711,655,711,209,0,2
711,656,711,657,0,2
711,657,711,658,0,2
711,658,711,209,0,2
711,659,711,660,0,2
711,659,711,661,0,2
711,660,711,310,0,2
711,661,711,658,0,2
711,662,711,663,0,2
711,663,711,664,0,2
711,664,711,665,0,2
711,664,711,666,0,2
711,665,711,186,0,2
711,665,711,633,0,2
711,666,711,667,0,2
711,667,711,182,0,2
711,668,711,196,0,2
711,669,711,670,0,2
711,669,711,671,0,2
711,670,711,672,0,2
711,671,711,299,0,2
711,672,711,312,0,2
711,673,711,203,0,2
711,674,711,675,0,2
711,675,711,557,0,2
711,676,711,209,0,2
711,677,711,209,0,2
711,678,711,677,0,2
711,679,711,270,0,2
711,680,711,681,0,2
711,680,711,682,0,2
711,681,711,262,0,2
711,682,711,683,0,2
711,683,711,684,0,2
711,683,711,685,0,2
711,684,711,679,0,2
711,685,711,262,0,2
711,686,711,10,0,2
711,687,711,349,0,2
711,688,711,689,0,2
711,688,711,690,0,2
711,689,711,691,0,2
711,690,711,692,0,2
711,691,711,693,0,2
711,692,711,853,0,2
711,693,711,694,0,2
711,693,711,695,0,2
711,694,711,372,0,2
711,694,711,854,0,2
711,695,711,645,0,2
711,696,711,767,0,2
711,697,711,700,0,2
711,697,711,699,0,2
711,698,711,699,0,2
711,699,711,701,0,2
711,700,711,698,0,2
711,701,711,702,0,2
711,702,711,703,0,2
711,702,711,704,0,2
711,703,711,705,0,2
711,704,711,706,0,2
711,705,711,704,0,2
711,706,711,714,0,2
711,706,711,707,0,2
711,706,711,708,0,2
711,707,711,709,0,2
711,708,711,710,0,2
711,709,711,711,0,2
711,710,711,711,0,2
711,711,711,712,0,2
711,712,711,713,0,2
711,713,711,716,0,2
711,714,711,715,0,2
711,715,711,707,0,2
711,715,711,708,0,2
711,716,711,720,0,2
711,716,711,717,0,2
711,717,711,718,0,2
711,718,711,719,0,2
711,719,711,387,0,2
711,720,711,721,0,2
711,721,711,717,0,2
711,722,711,723,0,2
711,723,711,724,0,2
711,724,711,725,0,2
711,725,711,726,0,2
711,726,711,727,0,2
711,727,711,728,0,2
711,728,711,729,0,2
711,729,711,732,0,2
711,730,711,734,0,2
711,731,711,730,0,2
711,732,711,733,0,2
711,733,711,731,0,2
711,734,711,735,0,2
711,735,711,736,0,2
711,736,711,737,0,2
711,736,711,738,0,2
711,736,711,739,0,2
711,737,711,740,0,2
711,738,711,740,0,2
711,739,711,740,0,2
711,740,711,756,0,2
711,741,711,742,0,2
711,742,711,743,0,2
711,743,711,745,0,2
711,743,711,746,0,2
711,743,711,747,0,2
711,743,711,749,0,2
711,744,711,387,0,2
711,745,711,748,0,2
711,746,711,750,0,2
711,747,711,750,0,2
711,748,711,746,0,2
711,748,711,747,0,2
711,748,711,749,0,2
711,749,711,750,0,2
711,750,711,751,0,2
711,751,711,752,0,2
711,752,711,753,0,2
711,753,711,744,0,2
711,754,711,755,0,2
711,754,711,757,0,2
711,754,711,758,0,2
711,755,711,761,0,2
711,756,711,741,0,2
711,757,711,759,0,2
711,758,711,760,0,2
711,759,711,762,0,2
711,760,711,762,0,2
711,761,711,762,0,2
711,762,711,763,0,2
711,763,711,764,0,2
711,764,711,765,0,2
711,765,711,766,0,2
711,766,711,387,0,2
711,767,711,768,0,2
711,768,711,870,0,2
711,769,711,387,0,2
711,770,711,771,0,2
711,771,711,772,0,2
711,772,711,871,0,2
711,773,711,332,0,2
711,774,711,775,0,2
711,774,711,776,0,2
711,775,711,777,0,2
711,776,711,436,0,2
711,777,711,778,0,2
711,778,711,444,0,2
711,779,711,780,0,2
711,780,711,459,0,2
711,781,711,810,0,2
711,782,711,809,0,2
711,783,711,10,0,2
711,784,711,785,0,2
711,784,711,786,0,2
711,785,711,787,0,2
711,786,711,537,0,2
711,787,711,541,0,2
711,788,711,789,0,2
711,788,711,790,0,2
711,789,711,791,0,2
711,790,711,812,0,2
711,791,711,792,0,2
711,792,711,793,0,2
711,793,711,794,0,2
711,794,711,475,0,2
711,795,711,288,0,2
711,796,711,797,0,2
711,796,711,798,0,2
711,797,711,799,0,2
711,798,711,113,0,2
711,799,711,116,0,2
711,800,711,209,0,2
711,801,711,802,0,2
711,801,711,803,0,2
711,802,711,804,0,2
711,803,711,346,0,2
711,804,711,805,0,2
711,804,711,806,0,2
711,805,711,688,0,2
711,806,711,346,0,2
711,807,711,525,0,2
711,807,711,523,0,2
711,808,711,522,0,2
711,808,711,525,0,2
711,808,711,523,0,2
711,809,711,783,0,2
711,811,711,542,0,2
711,812,711,813,0,2
711,812,711,814,0,2
711,813,711,816,0,2
711,814,711,888,0,2
711,815,711,460,0,2
711,816,711,815,0,2
711,817,711,339,0,2
711,818,711,819,0,2
711,819,711,344,0,2
711,820,711,821,0,2
711,820,711,822,0,2
711,821,711,824,0,2
711,822,711,39,0,2
711,823,711,39,0,2
711,824,711,825,0,2
711,824,711,826,0,2
711,825,711,823,0,2
711,826,711,827,0,2
711,827,711,39,0,2
711,828,711,849,0,2
711,829,711,134,0,2
711,830,711,10,0,2
711,831,711,830,0,2
711,832,711,631,0,2
711,833,711,832,0,2
711,834,711,631,0,2
711,835,711,268,0,2
711,836,711,289,0,2
711,837,711,564,0,2
711,838,711,564,0,2
711,839,711,840,0,2
711,839,711,841,0,2
711,840,711,842,0,2
711,841,711,564,0,2
711,842,711,564,0,2
711,843,711,844,0,2
711,843,711,845,0,2
711,844,711,445,0,2
711,845,711,446,0,2
711,846,711,847,0,2
711,847,711,10,0,2
711,848,711,850,0,2
711,849,711,829,0,2
711,850,711,851,0,2
711,850,711,852,0,2
711,851,711,143,0,2
711,852,711,137,0,2
711,853,711,693,0,2
711,854,711,384,0,2
711,855,711,856,0,2
711,855,711,857,0,2
711,856,711,863,0,2
711,857,711,434,0,2
711,858,711,859,0,2
711,859,711,860,0,2
711,859,711,861,0,2
711,860,711,862,0,2
711,861,711,866,0,2
711,862,711,435,0,2
711,863,711,864,0,2
711,863,711,865,0,2
711,864,711,434,0,2
711,865,711,869,0,2
711,866,711,435,0,2
711,867,711,868,0,2
711,868,711,411,0,2
711,869,711,858,0,2
711,870,711,770,0,2
711,871,711,769,0,2
711,872,711,873,0,2
711,872,711,874,0,2
711,873,711,875,0,2
711,873,711,65,0,2
711,874,711,45,0,2
711,874,711,65,0,2
711,875,711,876,0,2
711,876,711,877,0,2
711,876,711,881,0,2
711,876,711,878,0,2
711,877,711,879,0,2
711,878,711,880,0,2
711,879,711,885,0,2
711,880,711,885,0,2
711,881,711,882,0,2
711,882,711,885,0,2
711,883,711,887,0,2
711,884,711,886,0,2
711,885,711,883,0,2
711,885,711,884,0,2
711,886,711,622,0,2
711,887,711,622,0,2
711,888,711,889,0,2
711,888,711,890,0,2
711,889,711,479,0,2
711,890,711,893,0,2
711,891,711,892,0,2
711,892,711,815,0,2
711,893,711,894,0,2
711,893,711,895,0,2
711,894,711,479,0,2
711,895,711,891,0,2
712,0,712,1,0,2
712,1,712,452,0,2
712,2,712,3,0,2
712,2,712,4,0,2
712,3,712,10,0,2
712,4,712,9,0,2
712,5,712,6,0,2
712,5,712,7,0,2
712,6,712,8,0,2
712,7,712,11,0,2
712,8,712,11,0,2
712,9,712,141,0,2
712,10,712,151,0,2
712,11,712,217,0,2
712,11,712,17,0,2
712,11,712,221,0,2
712,11,712,222,0,2
712,11,712,12,0,2
712,11,712,21,0,2
712,11,712,29,0,2
712,12,712,19,0,2
712,13,712,443,0,2
712,14,712,15,0,2
712,14,712,16,0,2
712,15,712,13,0,2
712,16,712,236,0,2
712,17,712,18,0,2
712,18,712,20,0,2
712,19,712,232,0,2
712,19,712,233,0,2
712,19,712,235,0,2
712,19,712,234,0,2
712,20,712,220,0,2
712,21,712,22,0,2
712,22,712,23,0,2
712,22,712,24,0,2
712,23,712,25,0,2
712,24,712,26,0,2
712,25,712,251,0,2
712,26,712,27,0,2
712,27,712,258,0,2
712,28,712,11,0,2
712,29,712,264,0,2
712,30,712,31,0,2
712,31,712,267,0,2
712,32,712,34,0,2
712,33,712,36,0,2
712,34,712,68,0,2
712,35,712,139,0,2
712,35,712,58,0,2
712,35,712,62,0,2
712,35,712,78,0,2
712,36,712,37,0,2
712,36,712,38,0,2
712,37,712,39,0,2
712,38,712,40,0,2
712,39,712,41,0,2
712,40,712,49,0,2
712,41,712,42,0,2
712,41,712,43,0,2
712,42,712,44,0,2
712,43,712,46,0,2
712,44,712,268,0,2
712,45,712,270,0,2
712,45,712,271,0,2
712,45,712,272,0,2
712,46,712,68,0,2
712,47,712,48,0,2
712,48,712,267,0,2
712,49,712,50,0,2
712,49,712,51,0,2
712,50,712,52,0,2
712,51,712,53,0,2
712,52,712,53,0,2
712,53,712,54,0,2
712,53,712,55,0,2
712,54,712,45,0,2
712,55,712,56,0,2
712,56,712,68,0,2
712,57,712,277,0,2
712,58,712,59,0,2
712,59,712,60,0,2
712,59,712,279,0,2
712,59,712,280,0,2
712,60,712,67,0,2
712,61,712,80,0,2
712,61,712,84,0,2
712,61,712,87,0,2
712,61,712,105,0,2
712,62,712,63,0,2
712,63,712,64,0,2
712,63,712,65,0,2
712,64,712,66,0,2
712,65,712,69,0,2
712,66,712,67,0,2
712,67,712,61,0,2
712,68,712,463,0,2
712,69,712,70,0,2
712,70,712,72,0,2
712,71,712,75,0,2
712,72,712,73,0,2
712,72,712,74,0,2
712,73,712,71,0,2
712,74,712,67,0,2
712,75,712,76,0,2
712,75,712,77,0,2
712,76,712,455,0,2
712,77,712,67,0,2
712,78,712,79,0,2
712,79,712,281,0,2
712,80,712,81,0,2
712,81,712,82,0,2
712,81,712,286,0,2
712,81,712,287,0,2
712,82,712,291,0,2
712,83,712,104,0,2
712,84,712,85,0,2
712,85,712,86,0,2
712,85,712,288,0,2
712,85,712,289,0,2
712,86,712,291,0,2
712,87,712,88,0,2
712,88,712,89,0,2
712,88,712,290,0,2
712,89,712,291,0,2
712,90,712,308,0,2
712,91,712,92,0,2
712,92,712,305,0,2
712,93,712,401,0,2
712,94,712,95,0,2
712,94,712,96,0,2
712,95,712,93,0,2
712,96,712,97,0,2
712,97,712,401,0,2
712,98,712,99,0,2
712,98,712,100,0,2
712,99,712,90,0,2
712,100,712,94,0,2
712,101,712,11,0,2
712,102,712,103,0,2
712,103,712,304,0,2
712,104,712,296,0,2
712,104,712,297,0,2
712,104,712,91,0,2
712,104,712,102,0,2
712,104,712,307,0,2
712,105,712,107,0,2
712,106,712,291,0,2
712,107,712,108,0,2
712,107,712,109,0,2
712,108,712,110,0,2
712,109,712,106,0,2
712,110,712,291,0,2
712,111,712,231,0,2
712,112,712,115,0,2
712,113,712,179,0,2
712,114,712,118,0,2
712,115,712,116,0,2
712,115,712,117,0,2
712,116,712,130,0,2
712,117,712,127,0,2
712,118,712,119,0,2
712,118,712,120,0,2
712,119,712,124,0,2
712,120,712,121,0,2
712,121,712,122,0,2
712,121,712,123,0,2
712,122,712,166,0,2
712,123,712,165,0,2
712,124,712,125,0,2
712,124,712,126,0,2
712,125,712,168,0,2
712,126,712,167,0,2
712,127,712,128,0,2
712,127,712,129,0,2
712,128,712,137,0,2
712,129,712,135,0,2
712,130,712,131,0,2
712,130,712,132,0,2
712,131,712,133,0,2
712,132,712,134,0,2
712,133,712,204,0,2
712,133,712,216,0,2
712,134,712,188,0,2
712,134,712,187,0,2
712,135,712,203,0,2
712,135,712,186,0,2
712,136,712,152,0,2
712,137,712,201,0,2
712,137,712,202,0,2
712,138,712,30,0,2
712,138,712,47,0,2
712,138,712,33,0,2
712,138,712,32,0,2
712,139,712,140,0,2
712,140,712,315,0,2
712,141,712,142,0,2
712,142,712,143,0,2
712,142,712,144,0,2
712,143,712,147,0,2
712,144,712,145,0,2
712,145,712,162,0,2
712,146,712,151,0,2
712,147,712,148,0,2
712,147,712,149,0,2
712,148,712,146,0,2
712,149,712,150,0,2
712,150,712,151,0,2
712,151,712,446,0,2
712,152,712,153,0,2
712,152,712,154,0,2
712,153,712,155,0,2
712,154,712,156,0,2
712,155,712,5,0,2
712,156,712,5,0,2
712,157,712,151,0,2
712,158,712,159,0,2
712,158,712,160,0,2
712,159,712,161,0,2
712,160,712,157,0,2
712,161,712,151,0,2
712,162,712,163,0,2
712,162,712,164,0,2
712,163,712,158,0,2
712,164,712,151,0,2
712,165,712,189,0,2
712,165,712,182,0,2
712,166,712,190,0,2
712,166,712,191,0,2
712,167,712,192,0,2
712,167,712,183,0,2
712,168,712,194,0,2
712,168,712,193,0,2
712,169,712,197,0,2
712,169,712,195,0,2
712,170,712,198,0,2
712,170,712,185,0,2
712,171,712,199,0,2
712,171,712,200,0,2
712,172,712,173,0,2
712,172,712,174,0,2
712,173,712,169,0,2
712,174,712,178,0,2
712,175,712,176,0,2
712,175,712,177,0,2
712,176,712,171,0,2
712,177,712,170,0,2
712,178,712,196,0,2
712,178,712,184,0,2
712,179,712,180,0,2
712,179,712,181,0,2
712,180,712,175,0,2
712,181,712,172,0,2
712,188,712,215,0,2
712,189,712,205,0,2
712,190,712,206,0,2
712,192,712,207,0,2
712,194,712,208,0,2
712,196,712,209,0,2
712,197,712,210,0,2
712,198,712,211,0,2
712,199,712,212,0,2
712,201,712,214,0,2
712,203,712,213,0,2
712,204,712,136,0,2
712,205,712,152,0,2
712,206,712,152,0,2
712,207,712,152,0,2
712,208,712,152,0,2
712,209,712,152,0,2
712,210,712,152,0,2
712,211,712,152,0,2
712,212,712,152,0,2
712,213,712,152,0,2
712,214,712,152,0,2
712,215,712,152,0,2
